Item Usinagem;Item Blank;Item Cliente;Material;Descrição do material;Qtd de MP;Centro;Portal;Torno;Qtd no WH;Centro;Portal;Torno;OP Firme;OP Planejada;Priorizar?
7.7800.01605.A;7.7800.01934.A;47373728#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;0,7; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;15;15;0
7.7800.01606.A;7.7800.01935.A;47484324#A-CORTE;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;0,4; 0,05 ; -   ; -   ;4; 0,18 ; -   ; -   ;0;0;0
7.7800.01608.C;7.7800.01960.C;47450572#C-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;82,9; 0,21 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01609.B;7.7800.01961.B;84533694#B-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;49,4; 0,62 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01610.B;7.7800.01962.B;84533696#B-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;49,4; 0,64 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01614.C;7.7800.01963.C;51680292#C-CORTE;5.0101.00177;CH 19,00x2440x6000 CG PR A572 GR50;318,4; 0,73 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01617.C;7.7800.01936.C;51692743#C-CORTE;5.0101.00268;CH 12,50x1200x3000 LQ PR A1018 SS50/A572 GR50;15,4; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;22;11;0
7.7800.01618.C;7.7800.01937.C;51692742#C-CORTE;5.0101.00268;CH 12,50x1200x3000 LQ PR A1018 SS50/A572 GR50;15,4; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;33;0;0
7.7800.01635.B;7.7800.01795.B;47484317#B-300;5.0230.00095;TB MEC  101,60x52,00x6000 VMEC 134 (NOM.100 x 57);0,0; -   ; -   ; 0,08 ;71; -   ; -   ; 5,72 ;0;17;17
7.7800.01641.A;7.7800.01938.A;84564291#A-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;92,1; -   ; 0,39 ; -   ;0; -   ; -   ; -   ;49;36;0
7.7800.01642.B;7.7800.01939.B;84533676#B-CORTE;5.0101.00211;CH 37,50x2440x6000 CG PR A572 GR50;3,7; -   ; -   ; 0,20 ;0; -   ; -   ; -   ;30;40;0
7.7800.01643.B;7.7800.01940.B;84564295#B-CORTE;5.0101.00370;CH 31,50x2100x6000 CG PR A572 GR50;5,4; -   ; -   ; 0,09 ;0; -   ; -   ; -   ;38;40;0
7.7800.01652.B;7.7800.01941.B;51686386#B-CORTE;5.0101.00177;CH 19,00x2440x6000 CG PR A572 GR50;317,8; 0,32 ; -   ; -   ;0; -   ; -   ; -   ;23;16;0
7.7800.01669.C;7.7800.01965.C;91762287#C-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;81,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;10;0
7.7800.01672.A;7.7800.01966.A;84556814#A-CORTE;5.0101.00448;CH 40,00x2440x3000 CG PR A572 GR50;24,0; 0,60 ; -   ; -   ;0; -   ; -   ; -   ;0;24;0
7.7800.01673.B;7.7800.01967.B;47370522#B-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;78,5; -   ; 0,11 ; -   ;1; -   ; 0,11 ; -   ;0;8;1
7.7800.01676.A;7.7800.01968.A;48070657#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;36,8; -   ; 0,08 ; -   ;1; -   ; 0,08 ; -   ;8;17;1
7.7800.01679.B;7.7800.01969.B;47570153#B-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;94,6; -   ; 0,28 ; -   ;3; -   ; 0,83 ; -   ;0;8;3
7.7800.01681.B;7.7800.01970.B;47564108#B-CORTE;5.0101.00355;CH 50,00x2000x6000 CG PR A572 GR50;22,9; 0,98 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01682.B;7.7800.01971.B;47564105#B-CORTE;5.0101.00355;CH 50,00x2000x6000 CG PR A572 GR50;59,5; -   ; 0,18 ; -   ;0; -   ; -   ; -   ;0;16;0
7.7800.01688.B;7.7800.01972.B;91763136#B-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;98,1; -   ; 0,36 ; -   ;0; -   ; -   ; -   ;16;8;0
7.7800.01696.B;7.7800.01974.B;84546064#B-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;193,8; 0,17 ; -   ; -   ;4; 0,66 ; -   ; -   ;10;8;4
7.7800.01698.B;7.7800.01975.B;47366169#B-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;9,4; -   ; 0,13 ; -   ;0; -   ; -   ; -   ;8;0;0
7.7800.01699.B;7.7800.01976.B;47366168#B-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;9,4; -   ; 0,15 ; -   ;0; -   ; -   ; -   ;0;8;0
7.7800.01702.A;7.7800.01977.A;84589161#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;0,9; 0,14 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01709.A;7.7800.01942.A;47761788#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;12,8; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;6;14;0
7.7800.01710.A;7.7800.01978.A;47761794#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;12,8; 0,09 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01715.C;7.7800.01943.C;84552599#C-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;180,7; 0,77 ; -   ; -   ;7; 5,36 ; -   ; -   ;5;0;5
7.7800.01721.C;7.7800.01944.C;90407122#C-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;95,5; -   ; -   ; -   ;8; -   ; -   ; -   ;1;3;4
7.7800.01722.A;7.7800.01945.A;47370259#A-CORTE;5.0101.00561;CH 19,00x1500x3000 LQ PR A1018 SS50/A572 GR50;67,1; -   ; 0,14 ; -   ;1; -   ; 0,14 ; -   ;5;0;1
7.7800.01725.B;7.7800.01946.B;47369798#B-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;26,3; -   ; 0,29 ; -   ;0; -   ; -   ; -   ;0;10;0
7.7800.01729.B;7.7800.01947.B;90333130#B-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;138,2; 0,49 ; -   ; -   ;1; 0,49 ; -   ; -   ;6;2;1
7.7800.01730.B;7.7800.01948.B;47548890#B-CORTE;5.0101.00355;CH 50,00x2000x6000 CG PR A572 GR50;29,3; 2,11 ; -   ; -   ;2; 4,22 ; -   ; -   ;2;4;2
7.7800.01731.B;7.7800.01949.B;47548958#B-CORTE;5.0101.00355;CH 50,00x2000x6000 CG PR A572 GR50;58,3; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.01736.B;7.7800.01950.B;90333140#B-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;138,2; -   ; 0,40 ; -   ;0; -   ; -   ; -   ;10;0;0
7.7800.01740.A;7.7800.01951.A;84533691#A-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;23,7; 0,44 ; -   ; -   ;0; -   ; -   ; -   ;5;5;0
7.7800.01743.B;7.7800.01952.B;90333137#B-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;4,6; 0,18 ; -   ; -   ;0; -   ; -   ; -   ;5;5;0
7.7800.01796.A;7.7800.01953.A;48176874#A-CORTE;5.0101.00570;CH 63,50x2440x6000 CG PR A572 GR50;38,3; 0,32 ; -   ; -   ;0; -   ; -   ; -   ;19;12;0
7.7800.02025.A;7.7800.02026.A;92650189#A-CORTE;5.0101.00371;CH 25,40x2100x6000 CG PR A572 GR50;2,6; 0,11 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.02035.A;7.0001.00014.00;;5.0320.00008;"BARRA TREF RED 1"" SAE 1020";1,0; -   ; -   ; 0,06 ;82; -   ; -   ; 4,63 ;0;0;0
7.7800.02035.B;7.0001.00014.00;;5.0320.00008;"BARRA TREF RED 1"" SAE 1020";1,0; -   ; -   ; 0,06 ;82; -   ; -   ; 4,63 ;0;0;0
7.7800.02037.A;7.7800.02038.A;92326114#A-CORTE;5.0101.00224;CH 16,00x2440x6000 CG PR A572 GR50;1,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.7800.02092.A;7.7800.02093.A;48193488#A-300;5.0320.00215;"BARRA TREF RED 3"" SAE 1020";0,1; -   ; -   ; 0,17 ;0; -   ; -   ; -   ;0;0;0
7.7800.02098.A;7.0001.00010.00;;5.0320.00024;"BARRA TREF RED 5/8"" SAE 1020";1,0; -   ; -   ; 0,08 ;2; -   ; -   ; 0,17 ;0;0;0
7.8081.00038.B;7.8081.00041.B;84547925#B-300;5.0221.00017;TUBO QUA 60,00x3,75x6000 A500 GR B - RR PR;0,4; -   ; 0,07 ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00046.BNF;7.8088.04289.B;66000845#B-300;5.0320.00213;BARRA TREF RED 7/8'' SAE 1045;0,1; -   ; -   ; 0,05 ;0; -   ; -   ; -   ;0;0;0
7.8088.00047.BNF;7.8088.04290.B;66000855#B-300;5.0320.00184;"BARRA TREF RED 1"" SAE 1045";0,1; -   ; -   ; 0,04 ;0; -   ; -   ; -   ;0;0;0
7.8088.00049.BNF;7.8088.04291.C;66000843#C-300;5.0320.00213;BARRA TREF RED 7/8'' SAE 1045;0,4; -   ; -   ; 0,04 ;0; -   ; -   ; -   ;0;0;0
7.8088.00058.B;7.8088.04292.B;66000806#B-300;5.0320.00060;"BARRA TREF RED 1 1/4"" SAE 1045";0,2; -   ; -   ; 0,07 ;0; -   ; -   ; -   ;0;0;0
7.8088.00059.B;7.8088.04775.B;66000837#B-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,9; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00063.A;7.8088.04293.A;66002740#A-300;5.0221.00017;TUBO QUA 60,00x3,75x6000 A500 GR B - RR PR;3,0; -   ; 0,09 ; -   ;2; -   ; 0,18 ; -   ;0;0;0
7.8088.00081.B;7.8088.04294.B;66000896#B-300;5.0221.00017;TUBO QUA 60,00x3,75x6000 A500 GR B - RR PR;1,0; -   ; 0,07 ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00110.C;7.8088.04295.C;73380813#C-300;5.0230.00091;TB MEC  141,30x93,30x6000 VMEC 134 (NOM.138 x 98);0,1; -   ; -   ; 0,16 ;15; -   ; -   ; 2,38 ;0;0;0
7.8088.00131.B;7.8088.04771.B;66002713#B-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);3,7; -   ; -   ; 0,13 ;0; -   ; -   ; -   ;0;0;0
7.8088.00135.A;7.0001.00019.00;;5.0320.00006;"BARRA TREF RED 1 3/4"" SAE 1020";0,5; -   ; -   ; 0,10 ;0; -   ; -   ; -   ;0;0;0
7.8088.00184.D;7.8088.04735.D;73380705#D-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);7,8; -   ; -   ; 0,21 ;0; -   ; -   ; -   ;0;0;0
7.8088.00248.A;7.8088.04736.A;73382117#A-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,3; -   ; -   ; 0,07 ;0; -   ; -   ; -   ;0;0;0
7.8088.00319.A;7.0001.00011.00;;5.0320.00019;"BARRA TREF RED 3/4"" SAE 1020";1,0; -   ; -   ; 0,12 ;349; -   ; -   ; 42,64 ;0;0;0
7.8088.00320.A;7.0001.00010.00;;5.0320.00024;"BARRA TREF RED 5/8"" SAE 1020";1,0; -   ; -   ; 0,05 ;2; -   ; -   ; 0,11 ;0;0;0
7.8088.00339.A;7.8088.04737.A;73383343#A-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);3,7; -   ; -   ; 0,13 ;0; -   ; -   ; -   ;0;0;0
7.8088.00354.A;7.8088.04300.A;73383332#A-300;5.0299.00135;TB QUA 70,00x6,30x6000 A500 GR B - RA PR;1,5; -   ; 0,05 ; -   ;0; -   ; -   ; -   ;1;0;0
7.8088.00354.B;7.8088.04300.B;73383332#B-300;5.0299.00135;TB QUA 70,00x6,30x6000 A500 GR B - RA PR;1,5; 0,28 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00373.A;7.8088.04301.A;73382705#A-300;5.0202.01123;TB RED 22,22x2,65x6000 A513 T1/ 2 - RA PR;0,2; -   ; -   ; 0,06 ;0; -   ; -   ; -   ;0;0;0
7.8088.00375.A;7.8088.04302.A;73382703#A-300;5.0202.01121;TB RED 31,75x2,65x6000 A513 TP 1/ 2 - RR PR;0,2; -   ; -   ; 0,05 ;4; -   ; -   ; 0,21 ;0;0;0
7.8088.00377.A;7.8088.04303.A;73382790#A-300;5.0202.01123;TB RED 22,22x2,65x6000 A513 T1/ 2 - RA PR;0,5; -   ; -   ; 0,02 ;1; -   ; -   ; 0,02 ;0;0;0
7.8088.00421.B;7.8088.04304.B;87267192#B-300;5.0230.00082;TB MEC 88,90x54,50x6000 VMEC 134 (NOM.87 x 58);0,2; 0,12 ; -   ; 0,10 ;0; -   ; -   ; -   ;0;0;0
7.8088.00453.A;7.8088.04306.A;73381787#A-300;5.0299.00135;TB QUA 70,00x6,30x6000 A500 GR B - RA PR;2,0; -   ; 0,08 ; -   ;5; -   ; 0,39 ; -   ;0;0;0
7.8088.00618.C;7.8088.04307.C;48187796#C-300;5.0204.00916;TB RET 100,00x50,00x4,80x6000 A500 GR B - RR PR;1,4; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;180;0;0
7.8088.00622.A;7.8088.04569.A;87240541#A-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);2,6; 0,08 ; -   ; -   ;0; -   ; -   ; -   ;59;30;0
7.8088.00623.A;7.8088.04570.A;87246783#A-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,7; -   ; -   ; -   ;0; -   ; -   ; -   ;7;154;0
7.8088.00625.C;7.8088.04571.C;88106719#C-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,5; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00656.D;7.8088.04574.D;48178544#D-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; 0,09 ; -   ; -   ;25; 2,30 ; -   ; -   ;0;105;25
7.8088.00658.B;7.8088.04575.B;51490263#B-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,1; 0,11 ; -   ; -   ;0; -   ; -   ; -   ;5;30;0
7.8088.00660.C;7.8088.04576.C;51533220#C-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);24,1; -   ; 0,14 ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00665.00;7.8088.04577.00;404548A1#00-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);5,2; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00666.C;7.8088.04308.C;86759900#C-300;5.0320.00092;"BARRA TREF RED 2"" SAE 1020";0,3; -   ; -   ; 0,08 ;1; -   ; -   ; 0,08 ;0;4;1
7.8088.00671.B;7.8088.04578.B;51477858#B-CORTE;5.0101.00423;CH 20,00x2440x6000 CG PR A572 GR50;1,6; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;6;96;0
7.8088.00687.C;7.8088.04580.C;51533246#C-CORTE;5.0102.00269.JD;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);24,2; -   ; -   ; -   ;17; -   ; -   ; -   ;0;0;0
7.8088.00726.D;7.8088.04582.D;48066092#D-CORTE;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;32,6; -   ; 0,16 ; -   ;0; -   ; -   ; -   ;40;0;0
7.8088.00730.C;7.8088.04585.C;51459657#C-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;341;0;0
7.8088.00740.D;7.8088.04587.D;87248276#D-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,0; -   ; -   ; -   ;93; -   ; -   ; -   ;30;150;93
7.8088.00745.D;7.8088.04588.D;48041698#D-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,8; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00748.F;7.8088.04589.F;51520125#F-CORTE;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;4,8; 0,24 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00765.D;7.8088.04591.D;48066091#D-CORTE;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;32,6; -   ; 0,18 ; -   ;0; -   ; -   ; -   ;39;20;0
7.8088.00787.E;7.8088.04593.E;51520254#E-CORTE;5.0101.00223;CH 09,50x1500x3000 LQ PR A1018 SS50/A572 GR50;4,8; 0,05 ; -   ; -   ;0; -   ; -   ; -   ;0;3;0
7.8088.00791.D;7.8088.04594.D;48041697#D-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,8; 0,04 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00798.00;7.8088.04596.00;87251742#00-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;13; -   ; -   ; -   ;12;0;12
7.8088.00812.J;7.8088.04598.J;48066101#J-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;72,3; -   ; 0,18 ; -   ;0; -   ; -   ; -   ;16;30;0
7.8088.00819.C;7.0001.00003.00;;5.0310.00176;"BARRA LAM RED 1"" SAE 8620H";1,0; -   ; -   ; 0,03 ;30; -   ; -   ; 0,94 ;6;0;6
7.8088.00825.B;7.8088.04599.B;51417440#B-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,2; 0,02 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00833.A;7.8088.04602.A;47897942#A-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);79,2; 0,56 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00846.A;7.8088.04604.A;48043356#A-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,7; -   ; -   ; -   ;2; -   ; -   ; -   ;0;0;0
7.8088.00869.B;7.8088.04605.B;51421452#B-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,7; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00870.B;7.8088.04310.B;48147251#B-300;5.0320.00100;"BARRA TREF RED 2 1/2"" SAE 1020";0,0; -   ; -   ; 0,06 ;0; -   ; -   ; -   ;23;0;0
7.8088.00877.E;7.8088.04451.E;51421487#E-300;5.0400.00096;"CANT 5/16"" x 2 1/2"" A36";0,6; -   ; -   ; -   ;0; -   ; -   ; -   ;26;15;0
7.8088.00878.D;7.8088.04452.D;51421486#D-300;5.0400.00096;"CANT 5/16"" x 2 1/2"" A36";0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;28;20;0
7.8088.00879.E;7.8088.04714.E;73386102#B-300;5.0400.00096;"CANT 5/16"" x 2 1/2"" A36";0,6; 0,04 ; -   ; -   ;4; 0,17 ; -   ; -   ;39;39;4
7.8088.00880.D;7.8088.04454.D;51421479#D-300;5.0400.00096;"CANT 5/16"" x 2 1/2"" A36";0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;32;15;0
7.8088.00882.B;7.8088.04606.B;51421461#B-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,8; 0,21 ; -   ; -   ;2; 0,41 ; -   ; -   ;83;0;2
7.8088.00916.C;7.8088.04607.C;48045933#C-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,7; 0,07 ; -   ; 0,10 ;0; -   ; -   ; -   ;6;39;0
7.8088.00931.B;7.8088.04316.B;83120008#B-300;5.0202.01156;TB RED 88,90x4,25x6000 ASTM A513 - RR PR;0,1; -   ; -   ; 0,13 ;8; -   ; -   ; 1,02 ;0;0;0
7.8088.00932.B;7.8088.04317.B;51441616#B-300;5.0202.01156;TB RED 88,90x4,25x6000 ASTM A513 - RR PR;0,1; 0,31 ; -   ; 0,15 ;8; 2,48 ; -   ; 1,19 ;0;0;0
7.8088.00934.A;7.8088.04608.A;87231705#A-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);5,7; -   ; -   ; 0,05 ;96; -   ; -   ; 4,40 ;2;168;96
7.8088.00935.C;7.8088.04609.C;51419439#C-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,7; 0,10 ; -   ; 0,10 ;0; -   ; -   ; -   ;0;48;0
7.8088.00938.F;7.8088.04610.F;48045930#F-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,9; -   ; -   ; -   ;0; -   ; -   ; -   ;75;0;0
7.8088.00939.A;7.0001.00005.00;;5.0310.00177;"BARRA LAM RED 1 1/8 "" SAE 1020";1,0; -   ; -   ; 0,04 ;12; -   ; -   ; 0,50 ;50;0;12
7.8088.00940.C;7.8088.04611.C;51414831#C-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);10,4; 0,24 ; -   ; -   ;8; 1,89 ; -   ; -   ;18;0;8
7.8088.00949.A;7.8088.04614.A;87231717#A-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);5,3; -   ; -   ; 0,17 ;3; -   ; -   ; 0,51 ;11;0;3
7.8088.00950.B;7.8088.04319.B;51545605#B-300;5.0320.00092;"BARRA TREF RED 2"" SAE 1020";0,1; -   ; -   ; 0,06 ;0; -   ; -   ; -   ;264;0;0
7.8088.00964.B;7.8088.04320.B;51415186#B-300;5.0320.00100;"BARRA TREF RED 2 1/2"" SAE 1020";0,0; -   ; -   ; 0,14 ;0; -   ; -   ; -   ;0;0;0
7.8088.00965.B;7.0001.00015.00;;5.0320.00005;"BARRA TREF RED 1 1/4"" SAE 1020";0,5; -   ; -   ; 0,06 ;0; -   ; -   ; -   ;0;0;0
7.8088.00967.C;7.8088.04323.C;51415188#C-300;5.0320.00004;"BARRA TREF RED 1 1/2"" SAE 1020";0,0; -   ; -   ; 0,08 ;0; -   ; -   ; -   ;0;0;0
7.8088.00967.D;7.8088.04324.D;51415188#D-300;5.0320.00004;"BARRA TREF RED 1 1/2"" SAE 1020";1,0; -   ; -   ; 0,10 ;21; -   ; -   ; 2,12 ;51;0;21
7.8088.00990.D;7.8088.04616.D;51479585#D-CORTE;5.0101.00579;CH 08,00x1800x2600 LQ PR A1018 SS50/A572 GR50;48,7; 0,15 ; -   ; -   ;3; 0,45 ; -   ; -   ;0;0;0
7.8088.00996.D;7.8088.04617.D;51479589#D-CORTE;5.0101.00579;CH 08,00x1800x2600 LQ PR A1018 SS50/A572 GR50;48,6; 0,15 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.00998.A;7.8088.04325.A;87217104#A-300;5.0400.00097;"CANT 1/8"" x 1 1/2"" A36";0,1; 0,03 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.01050.B;7.8088.04620.B;51570692#B-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);12,9; 0,23 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.01051.B;7.8088.04621.B;51571636#B-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);12,9; 0,83 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.01053.A;7.8088.04622.A;399597A1#A-CORTE;5.0102.00181;CH 63,50x1220x3000 CG PR ASTM A36;1,3; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.8088.01055.D;7.8088.04360.D;51415171#D-300;5.0202.01158;TB RED 38,00x1,60x6000 DIN 2391 - SC PR;0,5; 0,08 ; -   ; -   ;20; 1,67 ; -   ; -   ;23;20;20
7.8088.01197.C;7.8088.04326.C;73386597#C-300;5.0201.00314;TB QUA 120X120x9,53x6000 A500 GR C - RA PR;1,6; 0,64 ; -   ; -   ;0; -   ; -   ; -   ;12;12;0
7.8088.01200.B;7.8088.04327.B;73386632#B-300;5.0201.00313;TB QUA 100X100x6,35x6000 A500 GR C - RA PR;0,7; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;27;16;0
7.8088.01378.C;7.8088.04329.C;73386052#C-300;5.0204.00926;TB RET 250x150x9,50x6000 A500 GR C - RA PR;1,0; 0,58 ; -   ; -   ;0; -   ; -   ; -   ;27;21;0
7.8088.01383.B;7.8088.04623.B;73386060#B-CORTE;5.0101.00357;CH 22,40x2440x6000 CG PR A572 GR50;6,4; 0,27 ; -   ; -   ;0; -   ; -   ; -   ;51;32;0
7.8088.01540.B;7.8088.04332.B;73386819#B-300;5.0202.00986;TB RED 152,40x2,00x6000 SAE1006/1020 - RR PR;3,9; 0,44 ; -   ; -   ;5; 2,21 ; -   ; -   ;31;8;5
7.8088.01554.B;7.8088.04333.B;73386826#B-300;5.0202.00986;TB RED 152,40x2,00x6000 SAE1006/1020 - RR PR;1,7; 0,28 ; -   ; -   ;8; 2,23 ; -   ; -   ;30;0;8
7.8088.01556.A;7.8088.04334.A;73388023#A-300;5.0202.00986;TB RED 152,40x2,00x6000 SAE1006/1020 - RR PR;0,5; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;16;16;0
