Item Usinagem;Item Blank;Item Cliente;Material;Descrição do material;Qtd de MP;Centro;Portal;Torno;Qtd no WH;Centro;Portal;Torno;OP Firme;OP Planejada;Priorizar?
7.0124.06600.Q00;7.0124.12042.Q00;352-9567#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);29,5; -   ; 0,12 ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06613.Q00;7.0124.12043.Q00;264-1827#Q00-CORTE;5.0101.00371;CH 25,40x2100x6000 CG PR A572 GR50;1,6; 0,04 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06666.Q02;7.0124.11493.Q02;168-2781#Q02-CORTE;5.0199.00621;CH 40,00x2500x6000 CG PR STRENX 700E;7,3; -   ; -   ; 0,09 ;0; -   ; -   ; -   ;8;0;0
7.0124.06668.03;7.0124.11494.03;349-8495#03-CORTE;5.0199.00447;CH 50,00x2500x6000 CG PR STRENX 700E;5,0; 0,18 ; -   ; 0,15 ;0; -   ; -   ; -   ;4;0;0
7.0124.06670.Q02;7.0124.11495.Q02;165-0929#Q02-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);2,7; -   ; -   ; 0,06 ;0; -   ; -   ; -   ;0;0;0
7.0124.06671.Q02;7.0124.11838.Q02;168-2783#Q02-CORTE;5.0199.00362;CH 25,00x2500x6000 CG PR SAR60 A;4,3; -   ; -   ; 0,10 ;0; -   ; -   ; -   ;0;0;0
7.0124.06673.03;7.0124.11839.03;349-8505#03-CORTE;5.0199.00362;CH 25,00x2500x6000 CG PR SAR60 A;4,3; -   ; -   ; 0,05 ;0; -   ; -   ; -   ;0;0;0
7.0124.06724.Q00;7.0124.12044.Q00;267-0108#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,5; 0,03 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06727.Q00;7.0124.11498.Q00;5I-3822#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;20;20;0
7.0124.06728.Q00;7.0124.12045.Q00;330-2774#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06729.Q01;7.0124.11499.Q01;7Y-6215#Q01-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;930;888;0
7.0124.06730.Q01;7.0124.11500.Q01;294-1628#Q01-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,6; -   ; -   ; -   ;0; -   ; -   ; -   ;63;55;0
7.0124.06731.Q01;7.0124.11501.Q01;278-9349#Q01-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,1; 0,05 ; -   ; -   ;0; -   ; -   ; -   ;2;0;0
7.0124.06732.Q02;7.0124.11502.Q02;7Y-2439#Q02-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;125; -   ; -   ; -   ;0;26;26
7.0124.06740.01;7.0124.11504.01;452-5693#01-ITEM03;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);5,4; 0,03 ; -   ; -   ;0; -   ; -   ; -   ;29;24;0
7.0124.06747.03;7.0124.11505.03;1U-0590#03-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);10,7; 0,20 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06750.02;7.0124.11506.02;1U-0017#02-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);9,5; 0,43 ; -   ; -   ;3; 1,29 ; -   ; -   ;0;14;3
7.0124.06759.03;7.0124.11507.03;1U-0589#03-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);19,7; 0,09 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06792.01;7.0124.11508.01;313-9140#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.06832.02;7.0124.11509.02;1U-0017#02-CORTE;5.0102.00359;CH 22,40x2440x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);9,9; 0,02 ; -   ; -   ;0; -   ; -   ; -   ;18;28;0
7.0124.06966.Q02;7.0124.11510.Q02;168-2631#Q02-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);3,7; 0,12 ; -   ; 0,13 ;0; -   ; -   ; -   ;0;0;0
7.0124.06967.Q03;7.0124.11511.Q03;168-2632#Q03-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);3,8; -   ; -   ; 0,11 ;2; -   ; -   ; 0,22 ;0;0;0
7.0124.06970.Q03;7.0124.11512.Q03;168-2630#Q03-CORTE;5.0199.00423;CH 20,00x2500x6000 CG PR STRENX 700E;0,9; -   ; -   ; 0,08 ;0; -   ; -   ; -   ;0;0;0
7.0124.07042.02;7.0124.11840.02;124-9666#02-CORTE;5.0199.00621;CH 40,00x2500x6000 CG PR STRENX 700E;31,7; 0,57 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07048.01;7.0124.11841.01;179-6159#01-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);135,7; 0,75 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07049.01;7.0124.11842.01;179-6160#01-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);133,8; 0,99 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07053.03;7.0124.11843.03;275-2638#03-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,8; 0,11 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07054.02;7.0124.12046.02;9W-2579#02-CORTE;5.0199.00785;CH 25,00x1250x3000 CG PR SINCRON WHS 700T;4,2; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07055.00;7.0124.11894.00;282-9091#00-CORTE;5.0199.00785;CH 25,00x1250x3000 CG PR SINCRON WHS 700T;4,3; 0,16 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07071.01;7.0124.11516.01;194-0930#01-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);155,6; -   ; 0,90 ; -   ;0; -   ; -   ; -   ;38;30;0
7.0124.07677.01;7.0124.11227.01;295-1137#01-300;5.0400.00090;"CANT 3/16""x1"" A36";0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.07755.06;7.0124.11517.06;425-5516#06-ITEM03;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);40,7; 0,55 ; -   ; -   ;18; 9,90 ; -   ; -   ;39;12;18
7.0124.07755.06;7.0124.07755.06;425-5516#06-ITEM03;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);4,0; 0,55 ; -   ; -   ;0; -   ; -   ; -   ;39;12;0
7.0124.07755.06;7.0124.07755.06;425-5516#06-ITEM03;6.0113.00004.05;PORCA SOLDA M10 (1,5) CL 9 ZB (CONF. DES.);1,0; 0,55 ; -   ; -   ;0; -   ; -   ; -   ;39;12;0
7.0124.07766.05;7.0124.11518.05;425-5554#05-ITEM03;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);45,1; -   ; 0,19 ; -   ;0; -   ; -   ; -   ;34;0;0
7.0124.07766.05;7.0124.07766.05;425-5554#05-ITEM03;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);4,0; -   ; 0,19 ; -   ;0; -   ; -   ; -   ;34;0;0
7.0124.07840.02;7.0124.11844.02;104-9587#02-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);11,9; 0,06 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.08041.05;7.0124.11520.05;331-0647#05-CORTE;5.0101.00371;CH 25,40x2100x6000 CG PR A572 GR50;1,6; -   ; -   ; 0,11 ;139; -   ; -   ; 14,73 ;321;140;139
7.0124.08282.02;7.0124.11230.02;329-1873#02-300;5.0240.00022;TB RED 25,40x2,77x6000 ASTM A513 GRAU 1020 TYPE 5 - RR;0,1; -   ; -   ; 0,03 ;0; -   ; -   ; -   ;0;0;0
7.0124.08367.H06;7.0124.11521.H06;425-5435#H06-ITEM06;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);13,3; 0,23 ; -   ; -   ;0; -   ; -   ; -   ;7;20;0
7.0124.08375.H02;7.0124.11522.H02;438-3000#H02-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);0,7; 0,04 ; -   ; -   ;0; -   ; -   ; -   ;45;160;0
7.0124.08421.H01;7.0124.11524.H01;115-4522#H01-CORTE;5.0199.00621;CH 40,00x2500x6000 CG PR STRENX 700E;27,7; 0,19 ; -   ; -   ;0; -   ; -   ; -   ;11;3;0
7.0124.08422.01;7.0124.11525.01;6I-9424#01-CORTE;5.0199.00785;CH 25,00x1250x3000 CG PR SINCRON WHS 700T;5,0; 0,40 ; -   ; -   ;0; -   ; -   ; -   ;4;10;0
7.0124.08454.BNF;7.0124.11526.H02;428-9067#H02;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);14,8; 0,21 ; -   ; -   ;0; -   ; -   ; -   ;26;0;0
7.0124.08527.Q00;7.0124.11845.Q00;465-4668#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);21,8; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.08531.Q00;7.0124.11846.Q00;465-4776#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);11,5; -   ; -   ; -   ;1; -   ; -   ; -   ;0;0;0
7.0124.08609.01;7.0001.00031.00;;5.0201.00286;TB QUA 40,00x3,00x6000 A500 GR B - RR PR;1,2; -   ; 0,07 ; -   ;0; -   ; -   ; -   ;99;0;0
7.0124.08610.01;7.0001.00031.00;;5.0201.00286;TB QUA 40,00x3,00x6000 A500 GR B - RR PR;1,2; -   ; 0,08 ; -   ;0; -   ; -   ; -   ;0;77;0
7.0124.08645.W02;7.0124.11528.W02;453-1220#W02-CORTE;5.0101.00258;CH 12,50x1500x3000 LQ PR A1018 SS50/A572 GR50;84,9; 0,63 ; -   ; -   ;2; 1,26 ; -   ; -   ;0;5;2
7.0124.08678.02;7.0001.00015.00;;5.0320.00005;"BARRA TREF RED 1 1/4"" SAE 1020";0,5; -   ; -   ; 0,08 ;0; -   ; -   ; -   ;697;477;0
7.0124.08742.03;7.0124.11847.03;354-3094#03-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,0; 0,05 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.08833.01;7.0124.11529.01;482-1088#01-CORTE;5.0199.00802;CH 35,00x2500x6000 CG PR STRENX 700E;205,0; 0,48 ; -   ; -   ;0; -   ; -   ; -   ;26;27;0
7.0124.08836.01;7.0124.11530.01;482-1100#01-CORTE;5.0199.00802;CH 35,00x2500x6000 CG PR STRENX 700E;199,5; 0,62 ; -   ; -   ;0; -   ; -   ; -   ;66;27;0
7.0124.08846.00;7.0124.11531.00;482-1120#00-CORTE;5.0199.00802;CH 35,00x2500x6000 CG PR STRENX 700E;18,9; -   ; -   ; 0,23 ;0; -   ; -   ; -   ;49;25;0
7.0124.08847.00;7.0124.11532.00;482-1121#00-CORTE;5.0199.00802;CH 35,00x2500x6000 CG PR STRENX 700E;10,8; -   ; -   ; 0,22 ;0; -   ; -   ; -   ;121;50;0
7.0124.08858.00;7.0124.11533.00;522-7606#00-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,4; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.08858.01;7.0124.11533.01;522-7606#01-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,4; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;85;69;0
7.0124.08983.00;7.0124.11534.00;356-2415#00-CORTE;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,4; -   ; -   ; -   ;0; -   ; -   ; -   ;60;0;0
7.0124.08985.00;7.0124.11849.00;520-1496#00-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);0,7; 0,20 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09029.01;7.0124.11535.01;517-4617#01-ITEM01;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,1; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;18;0;0
7.0124.09029.01;7.0124.09029.01;517-4617#01-ITEM01;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);2,0; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;18;0;0
7.0124.09030.01;7.0124.11850.01;517-4621#01-ITEM01;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,2; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09030.01;7.0124.09030.01;517-4621#01-ITEM01;6.0113.00022.03;PORCA SOLDA M12 (1,75) CL 9 ZB (CONF. DES.);2,0; 0,13 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09121.00;7.0124.11537.00;464-4852#00-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;309;406;0
7.0124.09141.Q01;7.0124.11540.Q01;507-4877#Q01-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);41,5; 0,10 ; -   ; -   ;1; 0,10 ; -   ; -   ;257;118;1
7.0124.09148.Q00;7.0124.11544.Q00;507-4903#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,5; -   ; -   ; -   ;183; -   ; -   ; -   ;276;195;183
7.0124.09151.Q02;7.0124.11545.Q02;353-1138#Q02-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;187;252;0
7.0124.09157.Q01;7.0124.11546.Q01;105-6407#Q01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,3; 0,05 ; -   ; -   ;0; -   ; -   ; -   ;144;291;0
7.0124.09190.Q01;7.0124.11547.Q01;316-3664#Q01-CORTE;5.0102.00252;CH 37,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);0,9; -   ; -   ; -   ;29; -   ; -   ; -   ;50;29;29
7.0124.09200.Q02;7.0124.11548.Q02;465-4777#Q02-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);21,8; -   ; 0,15 ; -   ;1; -   ; 0,15 ; -   ;2;43;1
7.0124.09203.Q01;7.0124.11549.Q01;465-4780#Q01-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);10,2; 0,05 ; -   ; -   ;8; 0,41 ; -   ; -   ;8;36;8
7.0124.09208.Q02;7.0124.11551.Q02;465-4786#Q02-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);23,6; 0,03 ; -   ; -   ;0; -   ; -   ; -   ;3;0;0
7.0124.09213.Q01;7.0124.11552.Q01;465-4795#Q01-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);3,6; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;2;0;0
7.0124.09232.Q03;7.0124.11553.Q03;7Y-9308#Q03-CORTE;5.0101.00562;CH 16,00x1500x3000 LQ PR A1018 SS50/A572 GR50;0,3; -   ; -   ; -   ;0; -   ; -   ; -   ;108;210;0
7.0124.09233.Q01;7.0124.11554.Q01;102-3099#Q01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,6; -   ; -   ; -   ;5; -   ; -   ; -   ;116;62;5
7.0124.09238.Q00;7.0124.11555.Q00;422-1261#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,2; 0,05 ; -   ; -   ;35; 1,63 ; -   ; -   ;36;36;35
7.0124.09280.00;7.0124.11851.00;524-3420#00-CORTE;5.0199.00802;CH 35,00x2500x6000 CG PR STRENX 700E;266,2; 0,17 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09284.00;7.0124.11852.00;524-3421#00-CORTE;5.0199.00802;CH 35,00x2500x6000 CG PR STRENX 700E;266,2; 0,50 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09459.BNF;7.0124.11557.00;433-8179#00-CORTE;5.0102.00262;CH 08,00x1800x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,1; -   ; -   ; -   ;0; -   ; -   ; -   ;26;0;0
7.0124.09546.01;7.0124.11558.01;376-0906#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,4; 0,12 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09547.01;7.0124.11559.01;376-0907#01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09596.01;7.0124.11560.01;561-2633#01-CORTE;5.0199.00753;CH 30,00x2500x3500 CG PR SINCRON WHS 700T;137,3; 0,47 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09600.01;7.0124.11561.01;561-2634#01-CORTE;5.0199.00753;CH 30,00x2500x3500 CG PR SINCRON WHS 700T;136,9; 0,57 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09623.Q00;7.0124.11562.Q00;544-3761#Q00-CORTE;5.0102.00271;CH 12,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,6; -   ; -   ; -   ;200; -   ; -   ; -   ;837;762;200
7.0124.09624.02;7.0124.11563.02;109-6574#02-CORTE;5.0199.00621;CH 40,00x2500x6000 CG PR STRENX 700E;8,5; -   ; -   ; 0,14 ;0; -   ; -   ; -   ;0;0;0
7.0124.09625.H01;7.0124.11564.H01;510-3863#H01-CORTE;5.0102.00332;CH 50,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);4,8; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09636.01;7.0124.11566.01;106-0435#01-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,0; 0,09 ; -   ; -   ;0; -   ; -   ; -   ;10;60;0
7.0124.09638.H03;7.0124.11567.H03;520-9950#H03-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);544,1; -   ; 0,46 ; -   ;0; -   ; -   ; -   ;147;40;0
7.0124.09643.H01;7.0124.11568.H01;560-9712#H01-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,6; 0,18 ; -   ; -   ;0; -   ; -   ; -   ;120;92;0
7.0124.09646.H03;7.0124.11569.H03;522-4605#H03-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);511,1; -   ; 0,38 ; -   ;3; -   ; 1,13 ; -   ;158;80;3
7.0124.09648.H01;7.0124.11570.H01;560-9711#H01-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,6; 0,18 ; -   ; -   ;0; -   ; -   ; -   ;75;0;0
7.0124.09653.H03;7.0124.11571.H03;218-0711#H03-CORTE;5.0102.00253;CH 55,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);18,3; 0,10 ; -   ; -   ;0; -   ; -   ; -   ;80;80;0
7.0124.09662.H01;7.0124.11573.H01;521-0017#H01-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);10,7; 0,37 ; -   ; -   ;0; -   ; -   ; -   ;50;0;0
7.0124.09663.H01;7.0124.11574.H01;521-0018#H01-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);10,7; 0,11 ; -   ; -   ;0; -   ; -   ; -   ;120;41;0
7.0124.09664.H01;7.0124.11575.H01;521-0019#H01-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);5,1; 0,29 ; -   ; -   ;0; -   ; -   ; -   ;97;70;0
7.0124.09665.H01;7.0124.11576.H01;521-0020#H01-CORTE;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);16,5; 0,31 ; -   ; -   ;78; 24,31 ; -   ; -   ;0;0;0
7.0124.09669.H01;7.0124.11577.H01;111-1728#H01-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;0; -   ; -   ; -   ;0;166;0
7.0124.09694.H04;7.0001.00018.00;;5.0320.00087;"BARRA TREF RED 1 5/8"" SAE 1020";0,5; -   ; -   ; 0,05 ;0; -   ; -   ; -   ;0;0;0
7.0124.09713.H07;7.0124.11578.H07;508-1618#H07-ITEM11;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);2,8; 0,41 ; -   ; -   ;0; -   ; -   ; -   ;114;90;0
7.0124.09714.H07;7.0001.00018.00;;5.0320.00087;"BARRA TREF RED 1 5/8"" SAE 1020";0,5; -   ; -   ; 0,03 ;0; -   ; -   ; -   ;313;354;0
7.0124.09731.H07;7.0124.11579.H07;508-1619#H07-ITEM12;5.0102.00325;CH 19,00x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);1,1; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;110;158;0
7.0124.09736.H06;7.0124.10498.BNF;507-8557#H06-ITEM04;5.0102.00347;CH 35,00x2000x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);30,7; 0,16 ; -   ; -   ;0; -   ; -   ; -   ;40;40;0
7.0124.09759.H01;7.0124.11580.H01;545-7571#H01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,6; -   ; -   ; -   ;30; -   ; -   ; -   ;67;44;30
7.0124.09765.H01;7.0124.11581.H01;545-8395#H01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);22,4; -   ; 0,11 ; -   ;0; -   ; -   ; -   ;4;4;0
7.0124.09766.H01;7.0124.11582.H01;540-7050#H01-CORTE;5.0102.00255;CH 16,00x1500x4000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);34,8; -   ; 0,14 ; -   ;0; -   ; -   ; -   ;12;4;0
7.0124.09772.W00;7.0124.11583.W00;482-8600#W00-CORTE;5.0101.00211;CH 37,50x2440x6000 CG PR A572 GR50;0,8; 0,07 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09800.02;7.0124.11855.02;467-5589#02-ITEM01;5.0102.00269;CH 06,30x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);21,8; -   ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09801.03;7.0001.00006.00;;5.0310.00060;"BARRA LAM RED 1 1/2"" SAE 1020";0,5; -   ; -   ; 0,10 ;0; -   ; -   ; -   ;0;0;0
7.0124.09913.G01;7.0124.11585.G01;283-8629#G01-CORTE;5.0102.00251;CH 31,50x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);0,5; -   ; -   ; 0,03 ;0; -   ; -   ; -   ;0;0;0
7.0124.09914.G02;7.0124.11586.G02;283-8632#G02-CORTE;5.0102.00250;CH 25,40x2100x6000 CG PR DC ASTM A36 e SS300/CIVIL300(CQ);1,0; -   ; -   ; -   ;3; -   ; -   ; -   ;0;0;0
7.0124.09915.G03;7.0124.11587.G03;288-0480#G03-CORTE;5.0101.00211;CH 37,50x2440x6000 CG PR A572 GR50;16,6; 0,75 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09924.02;7.0124.11588.02;558-5895#02-CORTE;5.0102.00275;CH 09,50x1500x3000 LQ PR DC ASTM A36 e SS300/CIVIL300(CQ);0,2; -   ; -   ; -   ;10; -   ; -   ; -   ;90;68;10
7.0124.09931.00;7.0124.11589.00;552-6869#00-CORTE;5.0199.00452;CH 25,00x2500x6000 CG PR HARDOX 450;120,1; 0,29 ; -   ; -   ;0; -   ; -   ; -   ;101;42;0
7.0124.09934.00;7.0124.11590.00;552-6870#00-CORTE;5.0199.00452;CH 25,00x2500x6000 CG PR HARDOX 450;120,1; 0,29 ; -   ; -   ;13; 3,74 ; -   ; -   ;100;30;13
7.0124.09936.01;7.0124.11591.01;552-6863#01-CORTE;5.0199.00447;CH 50,00x2500x6000 CG PR STRENX 700E;10,0; 0,25 ; -   ; -   ;0; -   ; -   ; -   ;25;31;0
7.0124.09940.00;7.0124.11592.00;544-2628#00-CORTE;5.0199.00448;CH 30,00x2500x6000 CG PR STRENX 700E;110,4; 0,57 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
7.0124.09942.00;7.0124.11593.00;544-2629#00-CORTE;5.0199.00448;CH 30,00x2500x6000 CG PR STRENX 700E;110,4; 0,53 ; -   ; -   ;0; -   ; -   ; -   ;0;6;0
7.0124.09946.00;7.0124.11594.00;544-2743#00-CORTE;5.0199.00423;CH 20,00x2500x6000 CG PR STRENX 700E;42,3; 0,34 ; -   ; -   ;0; -   ; -   ; -   ;0;0;0
